# Number, X_IMAGE, Y_IMAGE, MAG_AUTO, MAGGER_AUTO, FLAGS, FLAGS_WEIGHT, FWHM_IMAGE, BACKGROUND, ALPHA_J2000, DELTA_J2000
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
44,3035.841,314.11795,-11.710197,0.005254708,0,0,1.809069,86.52735,57.18564816558417,23.41160497270419
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
48,357.06088,334.32477,-13.097155,0.002727014,0,0,1.8325006,81.65921,57.637286376186104,23.41320045297042
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
67,492.0717,338.69275,-11.892465,0.0048384857,0,0,2.0227156,81.15708,57.614529781934664,23.41398439548012
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
91,4820.1484,365.11682,-11.499542,0.0058120782,0,0,1.7717668,84.37733,56.884804697767045,23.41979448436223
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
100,8340.059,369.38284,-11.467962,0.0059164735,0,0,1.9196396,87.88036,56.29130425711657,23.419355567649742
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
103,919.29865,381.1366,-12.135896,0.004285651,0,0,1.8549407,81.33792,57.542538799938434,23.420871348320766
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
121,4193.226,411.62744,-13.162451,0.002645947,0,0,1.7366854,91.84406,56.99052082329684,23.42695084781093
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
127,827.9296,403.2548,-11.382471,0.0061370614,0,0,1.7932872,81.04375,57.55796144392813,23.424227293156097
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
136,4211.5137,412.19467,-11.778709,0.0050956868,0,0,1.8853611,92.017365,56.9874371092923,23.427040767012723
137,7846.4795,428.89328,-12.904233,0.0029912218,0,0,2.1110702,88.40065,56.374487080702075,23.428851627601986
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
170,5486.323,464.5174,-13.288131,0.002496497,0,0,1.8061086,88.20609,56.77246345190796,23.435137298441646
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
178,4357.436,463.3414,-12.28591,0.0039997934,0,0,3.6103125,89.02433,56.96283584730126,23.434969027893622
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
202,5920.755,470.21765,-11.497352,0.005818397,0,0,1.7765205,89.76201,56.69920123099505,23.435952445960936
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
210,1017.19086,486.81625,-12.762429,0.0031906243,0,0,1.855054,81.191025,57.52611654013697,23.43728944087557
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
222,7106.5337,485.20193,-11.580282,0.0055981157,0,0,1.7951864,90.12856,56.49923119812212,23.437914481222975
223,8431.455,493.1141,-12.213851,0.0041524265,0,0,1.8131555,88.51945,56.27580521847782,23.438439247940497
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
2011,9699.857,9145.221,-16.30321885559082,0.006172843,0,0,1.5617701,0.9646911,56.05807384745892,24.779268769143396
